geom,Name_fi,Address_fi,Link_fi,Link_en,Selite_fi,Selite_en
"POINT (25506917 6685607)",Leikkipaikka Nissbackanpuisto,"Nissaksentie 11, 01200 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Nissbackanpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Nissbackanpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485369 6670240)",Nuottaniemen leikkipaikka,"Nuottatie 17, 02230 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/nuottaniemen-leikkipaikka"" target=""_palvelu"">Nuottaniemen leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/nuottaniemi-playground"" target=""_palvelu"">Nuottaniemi playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492806 6680807)",Leikkipaikka Pasuunapuisto,"Trumpettitie 1, 00420 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Pasuunapuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu"">Playground Pasuunapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25482976 6672183)",Martinniitynpuiston leikkipaikka,"Martinniitty 10,, 02270 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/martinniitynpuiston-leikkipaikka"" target=""_palvelu"">Martinniitynpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/martinniitty-playground"" target=""_palvelu"">Martinniitty playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485231 6672060)",Tynnyripuiston leikkipaikka,"Puntaritie 6, 02230 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/tynnyripuiston-leikkipaikka"" target=""_palvelu"">Tynnyripuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/tynnyripuisto-playground"" target=""_palvelu"">Tynnyripuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493472 6676203)",Leikkipaikka Lokkalanlehto,"Perustie 7, 00330 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Lokkalanlehto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495674 6676031)",Leikkipaikka Sannanpuisto,"Susannanpenger 1, 00240 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Sannanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505496 6677700)",Leikkipaikka Puotilan korttelipuisto,"Rusthollarintie 11, 00910 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Puotilan korttelipuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492001 6678386)",Leikkipaikka Poutamäki,"Pajamäentie 5, 00360 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Poutamäki</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495650 6673324)",Leikkipaikka Sammonpuistikko,"Ilmarinkatu 8, 00100 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Sammonpuistikko</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485118 6673684)",Kuusikallionkentän leikkipaikka,"Kuusikallionkuja 5, 02210 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kuusikallionkentan-leikkipaikka"" target=""_palvelu"">Kuusikallionkentän leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kuusikallionkentta-playground"" target=""_palvelu"">Kuusikallionkenttä playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481289 6677319)",Kaivomestarinaukion leikkipaikka,"Vieraskuja 6, 02770 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kaivomestarinaukion-leikkipaikka"" target=""_palvelu"">Kaivomestarinaukion leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kaivomestarinaukio-playground"" target=""_palvelu"">Kaivomestarinaukio playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485643 6685937)",Kalliolaakson leikkipaikka,"Taimikuja 2, 02920 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kalliolaakson-leikkipaikka"" target=""_palvelu"">Kalliolaakson leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kallionlaakso-playground"" target=""_palvelu"">Kallionlaakso playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25489237 6676812)",Kurkijoentien leikkipaikka,"Kurkijoentie 24, 02140 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kurkijoentien-leikkipaikka"" target=""_palvelu"">Kurkijoentien leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kurkijoentie-playground"" target=""_palvelu"">Kurkijoentie playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25508471 6678409)",Leikkipaikka Porslahden puisto,"Lintu sininen 3, 00960 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Porslahden puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485011 6677392)",Kaupungintalon leikkipuisto,"Kauniaistentie 10, 02700 Kauniainen","<a href=""https://www.kauniainen.fi/asuminen-ja-ymparisto/viher-ja-muut-yleiset-alueet/leikkipuistot/kaupungintalon-leikkipuisto/"" target=""_palvelu"">Kaupungintalon leikkipuisto</a>","<a href=""https://www.kauniainen.fi/asuminen-ja-ymparisto/viher-ja-muut-yleiset-alueet/leikkipuistot/kaupungintalon-leikkipuisto/"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501496 6689094)",Leikkipaikka Hiiriharjunpuisto,"Leinikkitie 48, 01350 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Hiiriharjunpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Hiiriharjunpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25503892 6685484)",Leikkipaikka Lindmaninkorpi,"Keidaskuja 8, 01380 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Lindmaninkorpi</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Lindmaninkorpi</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501150 6688169)",Leikkipaikka Kallioruohonpuisto,"Kallioruohonpolku 9, 01300 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kallioruohonpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kallioruohonpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481262 6670985)",Amiraalinpuiston leikkipaikka,"Amiraalinpolku 4, 02320 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/amiraalinpuiston-leikkipaikka"" target=""_palvelu"">Amiraalinpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/amiraalin-puisto-playground"" target=""_palvelu"">Amiraalin puisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25478797 6671965)",Pihlajamäenpuiston leikkipaikka,"Pihlajamarjantie, 02940 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/pihlajamaenpuiston-leikkipaikka"" target=""_palvelu"">Pihlajamäenpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/pihlajamaenpuisto-playground"" target=""_palvelu"">Pihlajamäenpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25498082 6681446)",Leikkipaikka Klaukkalanpuiston ryhmäpuutarha,"Pakilan Rantatie 1, 00680 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Klaukkalanpuiston ryhmäpuutarha</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25491980 6685337)",Leikkipaikka Laajaniitty,"Kivimäentie 24, 01620 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Laajaniitty</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Laajaniitty</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25506507 6692118)",Leikkipaikka Etanapuisto,"Kiiltomadontie 26, 01480 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Etanapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Etanapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493997 6675981)",Leikkipaikka Rantapuisto,"Pikku Huopalahden puisto,  Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Rantapuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25507402 6693695)",Leikkipaikka Siimapuisto,"Salakkakuja 12, 01490 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Siimapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Siimapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495561 6674232)",Leikkipaikka Topeliuksen puisto,"Välskärinkatu 14, 00260 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Topeliuksen puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481623 6671966)",Korpimaan leikkipaikka,"Ikimetsä 4, 02300 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/korpimaan-leikkipaikka"" target=""_palvelu"">Korpimaan leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/korpimaa-playground"" target=""_palvelu"">Korpimaa playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25494227 6682288)",Leikkipaikka Esikoisenpuisto,"Esikoisentie 5, 00430 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Esikoisenpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu"">Playground Esikoisenpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25500129 6682817)",Leikkipaikka Kuhankeittäjänpuisto,"Kuhankeittäjäntie 5, 00700 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Kuhankeittäjänpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25499311 6683853)",Leikkipaikka Siltalanpuisto,"Pertunpellontie 5, 00740 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Siltalanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486767 6671332)",Koukkuniemenpuiston leikkipaikka,"Koukkupolku 4, 02230 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/koukkuniemenpuiston-leikkipaikka"" target=""_palvelu"">Koukkuniemenpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/koukkuniemenpuisto-playground"" target=""_palvelu"">Koukkuniemenpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495024 6672135)",Leikkipaikka Kellosaarenpuisto,"Kellosaarenranta 1, 00180 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Kellosaarenpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505328 6690134)",Leikkipaikka Mielikinpuisto,"Tuovintie 14, 01420 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Mielikinpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Mielikinpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25488446 6674367)",Kaskenkaatajanpuiston leikkipaikka,"Kaskenkaatajantie 11, 02100 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kaskenkaatajanpuiston-leikkipaikka"" target=""_palvelu"">Kaskenkaatajanpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kaskenkaatajanpuisto-playground"" target=""_palvelu"">Kaskenkaatajanpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25489346 6678119)",Huvilinnanaukion leikkipaikka,"Huvilinnanaukio 1 A, 02600 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/huvilinnanaukion-leikkipaikka"" target=""_palvelu"">Huvilinnanaukion leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/huvilinnanaukio-playground"" target=""_palvelu"">Huvilinnanaukio playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25502148 6675129)",Leikkipaikka Kerttulinpuisto,"Rouvienpolku 3, 00810 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Kerttulinpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25503485 6692528)",Leikkipaikka Maauuninpuisto,"Maauuninkuja 3, 01450 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Maauuninpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Maauuninpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25496721 6676570)",Leikkipaikka Velodrominrinne,"Topparikuja 10, 00520 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Velodrominrinne</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25491625 6684000)",Leikkipaikka Kuohupuisto,"Uomarinne 5, 01600 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kuohupuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kuohupuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501205 6691441)",Leikkipaikka Taikapuisto,"Kivikkotie 63, 01390 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Taikapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Taikapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497390 6682103)",Leikkipaikka Spelttipuisto,"Vilkmanintie 7, 00680 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Spelttipuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25484209 6690103)",Haarssinpuiston leikkipaikka,"Haarssintie 3, 02970 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/haarssinpuiston-leikkipaikka"" target=""_palvelu"">Haarssinpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/haarssinpuisto-playground"" target=""_palvelu"">Haarssinpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481907 6673767)",Pisanpuiston leikkipaikka,"Kukkumäenkuja 17, 02280 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/pisanpuiston-leikkipaikka"" target=""_palvelu"">Pisanpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/pisanpuisto-playground"" target=""_palvelu"">Pisanpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
